table_code,var_name,ons_name,total,table_scode,prog_id,var_id,set_null
TS001,Residence type: Total,Residence type: Total; measures: Value,59597747,1000,1,1001,0
TS022,Ethnic group (detailed): Other ethnic group: Afghan,Ethnic group (detailed): Other ethnic group: Afghan,20621,22000,227,22227,0
TS022,Ethnic group (detailed): Other ethnic group: African unspecified,Ethnic group (detailed): Other ethnic group: African unspecified,14547,22000,228,22228,0
TS022,Ethnic group (detailed): Other ethnic group: African Asian,Ethnic group (detailed): Other ethnic group: African Asian,2435,22000,229,22229,0
TS022,Ethnic group (detailed): Other ethnic group: Albanian,Ethnic group (detailed): Other ethnic group: Albanian,4735,22000,230,22230,0
TS022,Ethnic group (detailed): Other ethnic group: Algerian,Ethnic group (detailed): Other ethnic group: Algerian,1762,22000,231,22231,0
TS022,Ethnic group (detailed): Other ethnic group: Arab,Ethnic group (detailed): Other ethnic group: Arab,331902,22000,232,22232,0
TS022,Ethnic group (detailed): Other ethnic group: Armenian,Ethnic group (detailed): Other ethnic group: Armenian,2019,22000,233,22233,0
TS022,Ethnic group (detailed): Other ethnic group: Asian British,Ethnic group (detailed): Other ethnic group: Asian British,2092,22000,234,22234,0
TS022,"Ethnic group (detailed): Other ethnic group: Bangladeshi, British Bangladeshi","Ethnic group (detailed): Other ethnic group: Bangladeshi, British Bangladeshi",2445,22000,235,22235,0
TS022,Ethnic group (detailed): Other ethnic group: Black and Asian,Ethnic group (detailed): Other ethnic group: Black and Asian,1932,22000,236,22236,0
TS022,Ethnic group (detailed): Other ethnic group: Brazilian,Ethnic group (detailed): Other ethnic group: Brazilian,5784,22000,237,22237,0
TS022,Ethnic group (detailed): Other ethnic group: Bulgarian,Ethnic group (detailed): Other ethnic group: Bulgarian,6719,22000,238,22238,0
TS022,Ethnic group (detailed): Other ethnic group: Caribbean,Ethnic group (detailed): Other ethnic group: Caribbean,2765,22000,239,22239,0
TS022,Ethnic group (detailed): Other ethnic group: Caribbean Asian,Ethnic group (detailed): Other ethnic group: Caribbean Asian,3302,22000,240,22240,0
TS022,Ethnic group (detailed): Other ethnic group: Chinese,Ethnic group (detailed): Other ethnic group: Chinese,9518,22000,241,22241,0
TS022,Ethnic group (detailed): Other ethnic group: Colombian,Ethnic group (detailed): Other ethnic group: Colombian,2082,22000,242,22242,0
TS022,Ethnic group (detailed): Other ethnic group: Cornish,Ethnic group (detailed): Other ethnic group: Cornish,4921,22000,243,22243,0
TS022,Ethnic group (detailed): Other ethnic group: Cypriot (part not stated),Ethnic group (detailed): Other ethnic group: Cypriot (part not stated),2491,22000,244,22244,0
TS022,Ethnic group (detailed): Other ethnic group: Czech,Ethnic group (detailed): Other ethnic group: Czech,2701,22000,245,22245,0
TS022,Ethnic group (detailed): Other ethnic group: East Asian/ East Asian unspecified,Ethnic group (detailed): Other ethnic group: East Asian/ East Asian unspecified,4727,22000,246,22246,0
TS022,Ethnic group (detailed): Other ethnic group: English,Ethnic group (detailed): Other ethnic group: English,2284,22000,247,22247,0
TS022,Ethnic group (detailed): Other ethnic group: English/Welsh/Scottish/Northern Irish/British,Ethnic group (detailed): Other ethnic group: English/Welsh/Scottish/Northern Irish/British,4867,22000,248,22248,0
TS022,"Ethnic group (detailed): Other ethnic group: European Mixed, European unspecified, other European","Ethnic group (detailed): Other ethnic group: European Mixed, European unspecified, other European",33208,22000,249,22249,0
TS022,Ethnic group (detailed): Other ethnic group: Filipino,Ethnic group (detailed): Other ethnic group: Filipino,13457,22000,250,22250,0
TS022,Ethnic group (detailed): Other ethnic group: Greek,Ethnic group (detailed): Other ethnic group: Greek,3867,22000,251,22251,0
TS022,Ethnic group (detailed): Other ethnic group: Greek Cypriot,Ethnic group (detailed): Other ethnic group: Greek Cypriot,14629,22000,252,22252,0
TS022,Ethnic group (detailed): Other ethnic group: Gypsy/Romany,Ethnic group (detailed): Other ethnic group: Gypsy/Romany,1948,22000,253,22253,0
TS022,Ethnic group (detailed): Other ethnic group: Hispanic or Latin American,Ethnic group (detailed): Other ethnic group: Hispanic or Latin American,75594,22000,254,22254,0
TS022,Ethnic group (detailed): Other ethnic group: Indian or British Indian,Ethnic group (detailed): Other ethnic group: Indian or British Indian,9658,22000,255,22255,0
TS022,Ethnic group (detailed): Other ethnic group: Iranian,Ethnic group (detailed): Other ethnic group: Iranian,54131,22000,256,22256,0
TS022,Ethnic group (detailed): Other ethnic group: Italian,Ethnic group (detailed): Other ethnic group: Italian,4798,22000,257,22257,0
TS022,Ethnic group (detailed): Other ethnic group: Japanese,Ethnic group (detailed): Other ethnic group: Japanese,2581,22000,258,22258,0
TS022,Ethnic group (detailed): Other ethnic group: Jewish,Ethnic group (detailed): Other ethnic group: Jewish,31291,22000,259,22259,0
TS022,Ethnic group (detailed): Other ethnic group: Kashmiri,Ethnic group (detailed): Other ethnic group: Kashmiri,18830,22000,260,22260,0
TS022,Ethnic group (detailed): Other ethnic group: Kurdish,Ethnic group (detailed): Other ethnic group: Kurdish,75582,22000,261,22261,0
TS022,Ethnic group (detailed): Other ethnic group: Lithuanian,Ethnic group (detailed): Other ethnic group: Lithuanian,2171,22000,262,22262,0
TS022,Ethnic group (detailed): Other ethnic group: Mauritian/Seychellois/Maldivian/Sao Tomean/St Helenian,Ethnic group (detailed): Other ethnic group: Mauritian/Seychellois/Maldivian/Sao Tomean/St Helenian,12982,22000,263,22263,0
TS022,Ethnic group (detailed): Other ethnic group: Mexican,Ethnic group (detailed): Other ethnic group: Mexican,1921,22000,264,22264,0
TS022,Ethnic group (detailed): Other ethnic group: Moroccan,Ethnic group (detailed): Other ethnic group: Moroccan,4288,22000,265,22265,0
TS022,Ethnic group (detailed): Other ethnic group: Muslim,Ethnic group (detailed): Other ethnic group: Muslim,2960,22000,266,22266,0
TS022,Ethnic group (detailed): Other ethnic group: Nepali (includes Gurkha),Ethnic group (detailed): Other ethnic group: Nepali (includes Gurkha),15443,22000,267,22267,0
TS022,Ethnic group (detailed): Other ethnic group: North African,Ethnic group (detailed): Other ethnic group: North African,14074,22000,268,22268,0
TS022,"Ethnic group (detailed): Other ethnic group: Other Asian, Asian unspecified","Ethnic group (detailed): Other ethnic group: Other Asian, Asian unspecified",14792,22000,269,22269,0
TS022,Ethnic group (detailed): Other ethnic group: Other Eastern European,Ethnic group (detailed): Other ethnic group: Other Eastern European,6839,22000,270,22270,0
TS022,Ethnic group (detailed): Other ethnic group: Other Middle East,Ethnic group (detailed): Other ethnic group: Other Middle East,19160,22000,271,22271,0
TS022,Ethnic group (detailed): Other ethnic group: Other Mixed,Ethnic group (detailed): Other ethnic group: Other Mixed,14559,22000,272,22272,0
TS022,"Ethnic group (detailed): Other ethnic group: Other White, White unspecified","Ethnic group (detailed): Other ethnic group: Other White, White unspecified",7865,22000,273,22273,0
TS022,Ethnic group (detailed): Other ethnic group: Pakistani or British Pakistani,Ethnic group (detailed): Other ethnic group: Pakistani or British Pakistani,5238,22000,274,22274,0
TS022,Ethnic group (detailed): Other ethnic group: Polish,Ethnic group (detailed): Other ethnic group: Polish,9903,22000,275,22275,0
TS022,Ethnic group (detailed): Other ethnic group: Polynesia/Micronesia/Melanesia,Ethnic group (detailed): Other ethnic group: Polynesia/Micronesia/Melanesia,5177,22000,276,22276,0
TS022,Ethnic group (detailed): Other ethnic group: Portuguese,Ethnic group (detailed): Other ethnic group: Portuguese,4944,22000,277,22277,0
TS022,Ethnic group (detailed): Other ethnic group: Punjabi,Ethnic group (detailed): Other ethnic group: Punjabi,8299,22000,278,22278,0
TS022,Ethnic group (detailed): Other ethnic group: Roma,Ethnic group (detailed): Other ethnic group: Roma,1769,22000,279,22279,0
TS022,Ethnic group (detailed): Other ethnic group: Romanian,Ethnic group (detailed): Other ethnic group: Romanian,22251,22000,280,22280,0
TS022,Ethnic group (detailed): Other ethnic group: Sikh,Ethnic group (detailed): Other ethnic group: Sikh,76573,22000,281,22281,0
TS022,Ethnic group (detailed): Other ethnic group: Slovakian,Ethnic group (detailed): Other ethnic group: Slovakian,6004,22000,282,22282,0
TS022,Ethnic group (detailed): Other ethnic group: Somali,Ethnic group (detailed): Other ethnic group: Somali,11296,22000,283,22283,0
TS022,Ethnic group (detailed): Other ethnic group: Somalilander,Ethnic group (detailed): Other ethnic group: Somalilander,1837,22000,284,22284,0
TS022,Ethnic group (detailed): Other ethnic group: South American,Ethnic group (detailed): Other ethnic group: South American,9718,22000,285,22285,0
TS022,Ethnic group (detailed): Other ethnic group: Spanish,Ethnic group (detailed): Other ethnic group: Spanish,4068,22000,286,22286,0
TS022,Ethnic group (detailed): Other ethnic group: Sri Lankan,Ethnic group (detailed): Other ethnic group: Sri Lankan,8096,22000,287,22287,0
TS022,Ethnic group (detailed): Other ethnic group: Tamil,Ethnic group (detailed): Other ethnic group: Tamil,23110,22000,288,22288,0
TS022,Ethnic group (detailed): Other ethnic group: Thai,Ethnic group (detailed): Other ethnic group: Thai,1702,22000,289,22289,0
TS022,Ethnic group (detailed): Other ethnic group: Turkish,Ethnic group (detailed): Other ethnic group: Turkish,55980,22000,290,22290,0
TS022,Ethnic group (detailed): Other ethnic group: Turkish Cypriot,Ethnic group (detailed): Other ethnic group: Turkish Cypriot,20060,22000,291,22291,0
TS022,Ethnic group (detailed): Other ethnic group: Vietnamese,Ethnic group (detailed): Other ethnic group: Vietnamese,3062,22000,292,22292,0
TS022,Ethnic group (detailed): Other ethnic group: White African,Ethnic group (detailed): Other ethnic group: White African,2113,22000,293,22293,0
TS022,Ethnic group (detailed): Other ethnic group: Any other ethnic group,Ethnic group (detailed): Other ethnic group: Any other ethnic group,80929,22000,294,22294,0
TS023,Multiple ethnic groups in household: Total: All households,Multiple ethnic groups in household: Total: All households,24783820,23000,1,23001,0
TS023,Multiple ethnic groups in household: One-person household,Multiple ethnic groups in household: One-person household,7481989,23000,2,23002,0
TS023,Multiple ethnic groups in household: All household members have the same ethnic group,Multiple ethnic groups in household: All household members have the same ethnic group,14792082,23000,3,23003,0
TS023,Multiple ethnic groups in household: Ethnic groups differ between generations but not within partnerships,Multiple ethnic groups in household: Ethnic groups differ between generations but not within partnerships,436087,23000,4,23004,0
TS023,Multiple ethnic groups in household: Ethnic groups differ within partnerships,Multiple ethnic groups in household: Ethnic groups differ within partnerships,1424984,23000,5,23005,0
TS023,Multiple ethnic groups in household: Any other combination of multiple ethnic identities,Multiple ethnic groups in household: Any other combination of multiple ethnic identities,648678,23000,6,23006,0
TS027,National identity: Total: All usual residents,National identity: Total: All usual residents,59597269,27000,1,27001,0
TS027,National identity: British only identity,National identity: British only identity,32677292,27000,2,27002,0
TS027,National identity: English only identity,National identity: English only identity,8898534,27000,3,27003,0
TS027,National identity: English and British only identity,National identity: English and British only identity,8112476,27000,4,27004,0
TS027,National identity: Welsh only identity,National identity: Welsh only identity,1908755,27000,5,27005,0
TS027,National identity: Welsh and British only identity,National identity: Welsh and British only identity,337597,27000,6,27006,0
TS027,National identity: Any other combination of only UK identities,National identity: Any other combination of only UK identities,708217,27000,7,27007,0
TS027,National identity: Scottish only identity,National identity: Scottish only identity,244551,27000,8,27008,0
TS027,National identity: Scottish and British only identity,National identity: Scottish and British only identity,110658,27000,9,27009,0
TS027,National identity: Northern Irish only identity,National identity: Northern Irish only identity,79048,27000,10,27010,0
TS027,National identity: Northern Irish and British only identity,National identity: Northern Irish and British only identity,30892,27000,11,27011,0
TS027,National identity: Cornish only identity,National identity: Cornish only identity,89144,27000,12,27012,0
TS027,National identity: Cornish and British only identity,National identity: Cornish and British only identity,10684,27000,13,27013,0
TS027,National identity: Any other combination of only UK identities,National identity: Any other combination of only UK identities,708217,27000,14,27014,0
TS027,National identity: Irish only identity,National identity: Irish only identity,299496,27000,15,27015,0
TS027,National identity: Irish and at least one UK identity,National identity: Irish and at least one UK identity,62269,27000,16,27016,0
TS027,National identity: Other identity only,National identity: Other identity only,5462145,27000,17,27017,0
TS027,National identity: Other identity and at least one UK identity,National identity: Other identity and at least one UK identity,1130488,27000,18,27018,0
TS027,National identity: Non-UK identity only,National identity: Non-UK identity only,5761641,27000,19,27019,0
TS027,National identity: UK identity and non-UK identity,National identity: UK identity and non-UK identity,1192757,27000,20,27020,0
TS028,National identity (detailed): Total: All usual residents,National identity (detailed): Total: All usual residents,59597682,28000,1,28001,0
TS028,National identity (detailed): UK identity,National identity (detailed): UK identity,53773476,28000,2,28002,0
TS028,National identity (detailed): UK identity: British only identity,National identity (detailed): UK identity: British only identity,32677621,28000,3,28003,0
TS028,National identity (detailed): UK identity: English only identity,National identity (detailed): UK identity: English only identity,8898720,28000,4,28004,0
TS028,National identity (detailed): UK identity: English and British only identity,National identity (detailed): UK identity: English and British only identity,8112760,28000,5,28005,0
TS028,National identity (detailed): UK identity:  Welsh only identity,National identity (detailed): UK identity:  Welsh only identity,1908614,28000,6,28006,0
TS028,National identity (detailed): UK identity: Welsh and British only identity,National identity (detailed): UK identity: Welsh and British only identity,337522,28000,7,28007,0
TS028,National identity (detailed): UK identity: Scottish only identity,National identity (detailed): UK identity: Scottish only identity,244174,28000,8,28008,0
TS028,National identity (detailed): UK identity:  Scottish and British only identity,National identity (detailed): UK identity:  Scottish and British only identity,110759,28000,9,28009,0
TS028,National identity (detailed): UK identity: Northern Irish only identity,National identity (detailed): UK identity: Northern Irish only identity,79082,28000,10,28010,0
TS028,National identity (detailed): UK identity: Northern Irish and British only identity,National identity (detailed): UK identity: Northern Irish and British only identity,30896,28000,11,28011,0
TS028,National identity (detailed): UK identity: Cornish only identity,National identity (detailed): UK identity: Cornish only identity,89084,28000,12,28012,0
TS028,National identity (detailed): UK identity: Cornish and British only identity,National identity (detailed): UK identity: Cornish and British only identity,10688,28000,13,28013,0
TS028,National identity (detailed): UK identity: Any other combination of UK identities (UK only),National identity (detailed): UK identity: Any other combination of UK identities (UK only),143236,28000,14,28014,0
TS028,National identity (detailed): UK identity: Other identity and at least one UK identity,National identity (detailed): UK identity: Other identity and at least one UK identity,1130320,28000,15,28015,0
TS028,National identity (detailed): Other identity only,National identity (detailed): Other identity only,5824206,28000,16,28016,0
TS028,National identity (detailed): Other identity only: Guernsey Islander,National identity (detailed): Other identity only: Guernsey Islander,95,28000,17,28017,0
TS028,National identity (detailed): Other identity only: Jersey Islander,National identity (detailed): Other identity only: Jersey Islander,163,28000,18,28018,0
TS028,National identity (detailed): Other identity only: Isle of Man (Manx),National identity (detailed): Other identity only: Isle of Man (Manx),2108,28000,19,28019,0
TS028,National identity (detailed): Other identity only: Channel Islander not otherwise specified,National identity (detailed): Other identity only: Channel Islander not otherwise specified,143,28000,20,28020,0
TS028,National identity (detailed): Other identity only: Irish only identity,National identity (detailed): Other identity only: Irish only identity,299517,28000,21,28021,0
TS028,National identity (detailed): Other identity only: Irish and at least one UK identity,National identity (detailed): Other identity only: Irish and at least one UK identity,62270,28000,22,28022,0
TS028,National identity (detailed): Other identity only: European,National identity (detailed): Other identity only: European,3260604,28000,23,28023,0
TS028,National identity (detailed): Other identity only: European: EU countries,National identity (detailed): Other identity only: European: EU countries,2780306,28000,24,28024,0
TS028,National identity (detailed): Other identity only: European: EU countries: French,National identity (detailed): Other identity only: European: EU countries: French,127930,28000,25,28025,0
TS028,National identity (detailed): Other identity only: European: EU countries: German,National identity (detailed): Other identity only: European: EU countries: German,85414,28000,26,28026,0
TS028,National identity (detailed): Other identity only: European: EU countries: Italian,National identity (detailed): Other identity only: European: EU countries: Italian,286872,28000,27,28027,0
TS028,National identity (detailed): Other identity only: European: EU countries: Portuguese,National identity (detailed): Other identity only: European: EU countries: Portuguese,236730,28000,28,28028,0
TS028,National identity (detailed): Other identity only: European: EU countries: Spanish (including Canary Islander),National identity (detailed): Other identity only: European: EU countries: Spanish (including Canary Islander),177431,28000,29,28029,0
TS028,National identity (detailed): Other identity only: European: EU countries: Other member countries in March 2001,National identity (detailed): Other identity only: European: EU countries: Other member countries in March 2001,246629,28000,30,28030,0
TS028,National identity (detailed): Other identity only: European: EU countries:  Lithuanian,National identity (detailed): Other identity only: European: EU countries:  Lithuanian,146030,28000,31,28031,0
TS028,National identity (detailed): Other identity only: European: EU countries:  Polish,National identity (detailed): Other identity only: European: EU countries:  Polish,593009,28000,32,28032,0
TS028,National identity (detailed): Other identity only: European: EU countries: Romanian,National identity (detailed): Other identity only: European: EU countries: Romanian,477363,28000,33,28033,0
TS028,National identity (detailed): Other identity only: European: EU countries: Other member countries,National identity (detailed): Other identity only: European: EU countries: Other member countries,402898,28000,34,28034,0
TS028,National identity (detailed): Other identity only: European: Non-EU countries,National identity (detailed): Other identity only: European: Non-EU countries,480298,28000,35,28035,0
TS028,National identity (detailed): Other identity only: European: Non-EU countries: Turkish,National identity (detailed): Other identity only: European: Non-EU countries: Turkish,53826,28000,36,28036,0
TS028,National identity (detailed): Other identity only: European: Non-EU countries: Other European,National identity (detailed): Other identity only: European: Non-EU countries: Other European,426472,28000,37,28037,0
TS028,National identity (detailed): Other identity only: African,National identity (detailed): Other identity only: African,451767,28000,38,28038,0
TS028,National identity (detailed): Other identity only: African: North African,National identity (detailed): Other identity only: African: North African,65647,28000,39,28039,0
TS028,National identity (detailed): Other identity only: African: Central and Western African,National identity (detailed): Other identity only: African: Central and Western African,218222,28000,40,28040,0
TS028,National identity (detailed): Other identity only: African: Central and Western African: Ghanaian,National identity (detailed): Other identity only: African: Central and Western African: Ghanaian,47338,28000,41,28041,0
TS028,National identity (detailed): Other identity only: African: Central and Western African: Nigerian,National identity (detailed): Other identity only: African: Central and Western African: Nigerian,101216,28000,42,28042,0
TS028,National identity (detailed): Other identity only: African: Central and Western African: Other Central and Western African,National identity (detailed): Other identity only: African: Central and Western African: Other Central and Western African,69668,28000,43,28043,0
TS028,National identity (detailed): Other identity only: African: South and Eastern African,National identity (detailed): Other identity only: African: South and Eastern African,167898,28000,44,28044,0
TS028,National identity (detailed): Other identity only: African: South and Eastern African: Kenyan,National identity (detailed): Other identity only: African: South and Eastern African: Kenyan,9641,28000,45,28045,0
TS028,National identity (detailed): Other identity only: African: South and Eastern African: Somali,National identity (detailed): Other identity only: African: South and Eastern African: Somali,22584,28000,46,28046,0
TS028,National identity (detailed): Other identity only: African: South and Eastern African: South African,National identity (detailed): Other identity only: African: South and Eastern African: South African,43356,28000,47,28047,0
TS028,National identity (detailed): Other identity only: African: South and Eastern African: Zimbabwean,National identity (detailed): Other identity only: African: South and Eastern African: Zimbabwean,32333,28000,48,28048,0
TS028,National identity (detailed): Other identity only: African: South and Eastern African: Other South and Eastern African,National identity (detailed): Other identity only: African: South and Eastern African: Other South and Eastern African,59984,28000,49,28049,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian,National identity (detailed): Other identity only: Middle Eastern and Asian,1287880,28000,50,28050,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern,149171,28000,51,28051,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern: Kurdish,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern: Kurdish,24215,28000,52,28052,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern: Iranian,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern: Iranian,36562,28000,53,28053,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern: Iraqi,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern: Iraqi,17776,28000,54,28054,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern: Other Middle Eastern,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern: Other Middle Eastern,70618,28000,55,28055,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian,197811,28000,56,28056,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian: Chinese,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian: Chinese,123946,28000,57,28057,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian: Hong Kong Chinese,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian: Hong Kong Chinese,27481,28000,58,28058,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian: Japanese,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian: Japanese,27065,28000,59,28059,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian: Other Eastern Asian,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian: Other Eastern Asian,19319,28000,60,28060,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian,758995,28000,61,28061,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Afghan,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Afghan,31099,28000,62,28062,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Bangladeshi,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Bangladeshi,68693,28000,63,28063,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Indian,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Indian,379569,28000,64,28064,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Pakistani,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Pakistani,177832,28000,65,28065,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Sri Lankan,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Sri Lankan,46844,28000,66,28066,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Other Southern Asian,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Other Southern Asian,54958,28000,67,28067,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian,137161,28000,68,28068,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian: Filipino,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian: Filipino,56283,28000,69,28069,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian: Malaysian,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian: Malaysian,26853,28000,70,28070,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian: Singaporean,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian: Singaporean,8142,28000,71,28071,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian: Other South-East Asian,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian: Other South-East Asian,45883,28000,72,28072,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Central Asian,National identity (detailed): Other identity only: Middle Eastern and Asian: Central Asian,4454,28000,73,28073,0
TS028,National identity (detailed): Other identity only: Middle Eastern and Asian: Asian not otherwise specified,National identity (detailed): Other identity only: Middle Eastern and Asian: Asian not otherwise specified,40288,28000,74,28074,0
TS028,National identity (detailed): Other identity only: American and Caribbean,National identity (detailed): Other identity only: American and Caribbean,297504,28000,75,28075,0
TS028,National identity (detailed): Other identity only: American and Caribbean: North American,National identity (detailed): Other identity only: American and Caribbean: North American,141768,28000,76,28076,0
TS028,National identity (detailed): Other identity only: American and Caribbean: North American: Canadian,National identity (detailed): Other identity only: American and Caribbean: North American: Canadian,30944,28000,77,28077,0
TS028,National identity (detailed): Other identity only: American and Caribbean: North American: US Citizen,National identity (detailed): Other identity only: American and Caribbean: North American: US Citizen,109791,28000,78,28078,0
TS028,National identity (detailed): Other identity only: American and Caribbean: North American: Other North American,National identity (detailed): Other identity only: American and Caribbean: North American: Other North American,1033,28000,79,28079,0
TS028,National identity (detailed): Other identity only: American and Caribbean: Central American,National identity (detailed): Other identity only: American and Caribbean: Central American,11413,28000,80,28080,0
TS028,National identity (detailed): Other identity only: American and Caribbean: South American,National identity (detailed): Other identity only: American and Caribbean: South American,89480,28000,81,28081,0
TS028,National identity (detailed): Other identity only: American and Caribbean: Caribbean,National identity (detailed): Other identity only: American and Caribbean: Caribbean,54843,28000,82,28082,0
TS028,National identity (detailed): Other identity only: American and Caribbean: Caribbean: Jamaican,National identity (detailed): Other identity only: American and Caribbean: Caribbean: Jamaican,29030,28000,83,28083,0
TS028,National identity (detailed): Other identity only: American and Caribbean: Caribbean: Other Caribbean,National identity (detailed): Other identity only: American and Caribbean: Caribbean: Other Caribbean,25813,28000,84,28084,0
TS028,National identity (detailed): Other identity only: Antarctican and Oceanian,National identity (detailed): Other identity only: Antarctican and Oceanian,85650,28000,85,28085,0
TS028,National identity (detailed): Other identity only: Antarctican and Oceanian: Australasian,National identity (detailed): Other identity only: Antarctican and Oceanian: Australasian,81121,28000,86,28086,0
TS028,National identity (detailed): Other identity only: Antarctican and Oceanian: Australasian: Australian,National identity (detailed): Other identity only: Antarctican and Oceanian: Australasian: Australian,55139,28000,87,28087,0
TS028,National identity (detailed): Other identity only: Antarctican and Oceanian: Australasian: New Zealander,National identity (detailed): Other identity only: Antarctican and Oceanian: Australasian: New Zealander,25807,28000,88,28088,0
TS028,National identity (detailed): Other identity only: Antarctican and Oceanian: Australasian: Other Australasian,National identity (detailed): Other identity only: Antarctican and Oceanian: Australasian: Other Australasian,175,28000,89,28089,0
TS028,National identity (detailed): Other identity only: Antarctican and Oceanian: Other Oceanian,National identity (detailed): Other identity only: Antarctican and Oceanian: Other Oceanian,4529,28000,90,28090,0
TS028,National identity (detailed): Other identity only: Other,National identity (detailed): Other identity only: Other,76505,28000,91,28091,0
TS024,Main language (detailed): Total: All usual residents aged 3 years and over,Main language (detailed): Total: All usual residents aged 3 years and over,57704284,24000,1,24001,0
TS024,Main language (detailed): English (English or Welsh in Wales),Main language (detailed): English (English or Welsh in Wales),52569835,24000,2,24002,0
TS024,Main language (detailed): Welsh or Cymraeg (in England only),Main language (detailed): Welsh or Cymraeg (in England only),7350,24000,3,24003,0
TS024,Main language (detailed): Other UK language,Main language (detailed): Other UK language,4253,24000,4,24004,0
TS024,Main language (detailed): Other UK language: Gaelic (Irish),Main language (detailed): Other UK language: Gaelic (Irish),751,24000,5,24005,0
TS024,Main language (detailed): Other UK language: Gaelic (Scottish),Main language (detailed): Other UK language: Gaelic (Scottish),171,24000,6,24006,0
TS024,Main language (detailed): Other UK language: Manx Gaelic,Main language (detailed): Other UK language: Manx Gaelic,8,24000,7,24007,0
TS024,Main language (detailed): Other UK language: Gaelic (Not otherwise specified),Main language (detailed): Other UK language: Gaelic (Not otherwise specified),270,24000,8,24008,0
TS024,Main language (detailed): Other UK language: Cornish,Main language (detailed): Other UK language: Cornish,563,24000,9,24009,0
TS024,Main language (detailed): Other UK language: Scots,Main language (detailed): Other UK language: Scots,541,24000,10,24010,0
TS024,Main language (detailed): Other UK language: Ulster Scots,Main language (detailed): Other UK language: Ulster Scots,13,24000,11,24011,0
TS024,Main language (detailed): Other UK language: Romany English,Main language (detailed): Other UK language: Romany English,1900,24000,12,24012,0
TS024,Main language (detailed): Other UK language: Irish Traveller Cant,Main language (detailed): Other UK language: Irish Traveller Cant,36,24000,13,24013,0
TS024,Main language (detailed): French,Main language (detailed): French,120270,24000,14,24014,0
TS024,Main language (detailed): Portuguese,Main language (detailed): Portuguese,224720,24000,15,24015,0
TS024,Main language (detailed): Spanish,Main language (detailed): Spanish,215058,24000,16,24016,0
TS024,Main language (detailed): Other European language (EU),Main language (detailed): Other European language (EU),1858306,24000,17,24017,0
