id,prog_id,description,table_id,level,loaded
22049,49,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Democratic Republic of the Congo",TS022,1,1
22050,50,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: English/Welsh/Scottish/Northern Irish/British",TS022,1,1
22051,51,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Eritrean",TS022,1,1
22052,52,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Ethiopian",TS022,1,1
22053,53,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Gambian",TS022,1,1
22054,54,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Ghanaian",TS022,1,1
22055,55,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Kenyan",TS022,1,1
22056,56,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Malawian",TS022,1,1
22057,57,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Mauritian/Seychellois/Maldivian/Sao Tomean/St Helenian",TS022,1,1
22058,58,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Mixed Black",TS022,1,1
22059,59,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Moroccan",TS022,1,1
22060,60,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Nigerian",TS022,1,1
22061,61,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Other Black, Black unspecified",TS022,1,1
22062,62,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Other Mixed",TS022,1,1
22063,63,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Other North African",TS022,1,1
22064,64,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Portuguese",TS022,1,1
22065,65,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Sierra Leone",TS022,1,1
22066,66,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Somali",TS022,1,1
22067,67,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Somalilander",TS022,1,1
22068,68,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: South African",TS022,1,1
22069,69,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Sudanese",TS022,1,1
22070,70,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Tanzanian",TS022,1,1
22071,71,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Ugandan",TS022,1,1
22072,72,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Zambian",TS022,1,1
22073,73,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Zimbabwean",TS022,1,1
22074,74,"Ethnic group (detailed): Black, Black British, Black Welsh of African background: Any other ethnic group ",TS022,1,1
22075,75,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background",TS022,1,1
22076,76,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: African unspecified",TS022,1,1
22077,77,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: Black and European",TS022,1,1
22078,78,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: Black British",TS022,1,1
22079,79,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: Black/African American",TS022,1,1
22080,80,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: Caribbean",TS022,1,1
22081,81,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: English/Welsh/Scottish/Northern Irish/British",TS022,1,1
22082,82,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: Ghanaian",TS022,1,1
22083,83,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: Mauritian/Seychellois/Maldivian/Sao Tomean/St Helenian",TS022,1,1
22084,84,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: Mixed Black",TS022,1,1
22085,85,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: Nigerian",TS022,1,1
22086,86,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: Other Black, Black unspecified",TS022,1,1
22087,87,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: Other Mixed",TS022,1,1
22088,88,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: Polynesian/Micronesian/Melanesian",TS022,1,1
22089,89,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: Somali",TS022,1,1
22090,90,"Ethnic group (detailed): Black, Black British, Black Welsh or Caribbean background: Any other ethnic group",TS022,1,1
22091,91,Ethnic group (detailed): Mixed or Multiple ethnic groups,TS022,1,1
22092,92,Ethnic group (detailed): Mixed or Multiple ethnic groups: African unspecified,TS022,1,1
22093,93,Ethnic group (detailed): Mixed or Multiple ethnic groups: African Asian,TS022,1,1
22094,94,Ethnic group (detailed): Mixed or Multiple ethnic groups: African/Arab,TS022,1,1
22095,95,Ethnic group (detailed): Mixed or Multiple ethnic groups: Anglo Indian,TS022,1,1
22096,96,Ethnic group (detailed): Mixed or Multiple ethnic groups: Arab,TS022,1,1
22097,97,Ethnic group (detailed): Mixed or Multiple ethnic groups: Asian (unspecified) and European,TS022,1,1
22098,98,Ethnic group (detailed): Mixed or Multiple ethnic groups: Black and Asian,TS022,1,1
22099,99,Ethnic group (detailed): Mixed or Multiple ethnic groups: Black and European,TS022,1,1
22100,100,Ethnic group (detailed): Mixed or Multiple ethnic groups: Black and White (unspecified),TS022,1,1
22101,101,Ethnic group (detailed): Mixed or Multiple ethnic groups: Black British,TS022,1,1
22102,102,Ethnic group (detailed): Mixed or Multiple ethnic groups: Brazilian,TS022,1,1
22103,103,Ethnic group (detailed): Mixed or Multiple ethnic groups: Caribbean,TS022,1,1
22104,104,Ethnic group (detailed): Mixed or Multiple ethnic groups: Caribbean Asian,TS022,1,1
22105,105,Ethnic group (detailed): Mixed or Multiple ethnic groups: Chinese,TS022,1,1
22106,106,Ethnic group (detailed): Mixed or Multiple ethnic groups: Chinese and other Asian,TS022,1,1
22107,107,Ethnic group (detailed): Mixed or Multiple ethnic groups: Chinese and White,TS022,1,1
22108,108,Ethnic group (detailed): Mixed or Multiple ethnic groups: English,TS022,1,1
22109,109,Ethnic group (detailed): Mixed or Multiple ethnic groups: English/Welsh/Scottish/Northern Irish/British,TS022,1,1
22110,110,Ethnic group (detailed): Mixed or Multiple ethnic groups: European and Black African,TS022,1,1
22111,111,Ethnic group (detailed): Mixed or Multiple ethnic groups: European and Black Caribbean,TS022,1,1
22112,112,Ethnic group (detailed): Mixed or Multiple ethnic groups: European and North African or Middle Eastern,TS022,1,1
22113,113,"Ethnic group (detailed): Mixed or Multiple ethnic groups: European Mixed, European unspecified, other European",TS022,1,1
22114,114,Ethnic group (detailed): Mixed or Multiple ethnic groups: Greek Cypriot,TS022,1,1
22115,115,Ethnic group (detailed): Mixed or Multiple ethnic groups: Hispanic or Latin American,TS022,1,1
22116,116,Ethnic group (detailed): Mixed or Multiple ethnic groups: Indian or British Indian,TS022,1,1
22117,117,Ethnic group (detailed): Mixed or Multiple ethnic groups: Iranian,TS022,1,1
22118,118,Ethnic group (detailed): Mixed or Multiple ethnic groups: Italian,TS022,1,1
22119,119,Ethnic group (detailed): Mixed or Multiple ethnic groups: Jewish,TS022,1,1
22120,120,Ethnic group (detailed): Mixed or Multiple ethnic groups: Mauritian/Seychellois/Maldivian/Sao Tomean/St Helenian,TS022,1,1
22121,121,Ethnic group (detailed): Mixed or Multiple ethnic groups: Mexican,TS022,1,1
22122,122,Ethnic group (detailed): Mixed or Multiple ethnic groups: Mixed Black,TS022,1,1
22123,123,Ethnic group (detailed): Mixed or Multiple ethnic groups: Mixed Irish,TS022,1,1
22124,124,Ethnic group (detailed): Mixed or Multiple ethnic groups: Mixed South Asian,TS022,1,1
22125,125,Ethnic group (detailed): Mixed or Multiple ethnic groups: Mixed White,TS022,1,1
22126,126,Ethnic group (detailed): Mixed or Multiple ethnic groups: Moroccan,TS022,1,1
22127,127,"Ethnic group (detailed): Mixed or Multiple ethnic groups: Other Asian, Asian unspecified",TS022,1,1
22128,128,Ethnic group (detailed): Mixed or Multiple ethnic groups: Other Middle East,TS022,1,1
22129,129,Ethnic group (detailed): Mixed or Multiple ethnic groups: Other Mixed,TS022,1,1
22130,130,"Ethnic group (detailed): Mixed or Multiple ethnic groups: Other White, White unspecified",TS022,1,1
22131,131,Ethnic group (detailed): Mixed or Multiple ethnic groups: Pakistani or British Pakistani,TS022,1,1
22132,132,Ethnic group (detailed): Mixed or Multiple ethnic groups: Polynesian/Micronesian/Melanesian,TS022,1,1
22133,133,Ethnic group (detailed): Mixed or Multiple ethnic groups: Portuguese,TS022,1,1
22134,134,Ethnic group (detailed): Mixed or Multiple ethnic groups: South African,TS022,1,1
22135,135,Ethnic group (detailed): Mixed or Multiple ethnic groups: South American,TS022,1,1
22136,136,Ethnic group (detailed): Mixed or Multiple ethnic groups: South Asian and European,TS022,1,1
22137,137,Ethnic group (detailed): Mixed or Multiple ethnic groups: Spanish,TS022,1,1
22138,138,Ethnic group (detailed): Mixed or Multiple ethnic groups: Turkish,TS022,1,1
22139,139,Ethnic group (detailed): Mixed or Multiple ethnic groups: Turkish Cypriot,TS022,1,1
22140,140,Ethnic group (detailed): Mixed or Multiple ethnic groups: White African,TS022,1,1
22141,141,Ethnic group (detailed): Mixed or Multiple ethnic groups: White and Arab,TS022,1,1
22142,142,Ethnic group (detailed): Mixed or Multiple ethnic groups: White and Asian (unspecified),TS022,1,1
22143,143,Ethnic group (detailed): Mixed or Multiple ethnic groups: White and Black African,TS022,1,1
22144,144,Ethnic group (detailed): Mixed or Multiple ethnic groups: White and Black Caribbean,TS022,1,1
22145,145,Ethnic group (detailed): Mixed or Multiple ethnic groups: White and East Asian,TS022,1,1
22146,146,Ethnic group (detailed): Mixed or Multiple ethnic groups: White and North African or Middle Eastern,TS022,1,1
22147,147,Ethnic group (detailed): Mixed or Multiple ethnic groups: White and South Asian,TS022,1,1
22148,148,Ethnic group (detailed): Mixed or Multiple ethnic groups: White Caribbean,TS022,1,1
22149,149,Ethnic group (detailed): Mixed or Multiple ethnic groups: Any other ethnic group,TS022,1,1
22150,150,Ethnic group (detailed): White,TS022,1,1
22151,151,Ethnic group (detailed): White: African unspecified,TS022,1,1
22152,152,Ethnic group (detailed): White: Albanian,TS022,1,1
22153,153,Ethnic group (detailed): White: Algerian,TS022,1,1
22154,154,Ethnic group (detailed): White: Arab,TS022,1,1
22155,155,Ethnic group (detailed): White: Argentinian,TS022,1,1
22156,156,Ethnic group (detailed): White: Armenian,TS022,1,1
22157,157,Ethnic group (detailed): White: Australian/New Zealander,TS022,1,1
22158,158,Ethnic group (detailed): White: Austrian,TS022,1,1
22159,159,Ethnic group (detailed): White: Belarusian,TS022,1,1
22160,160,Ethnic group (detailed): White: Belgian,TS022,1,1
22161,161,Ethnic group (detailed): White: Bosnian,TS022,1,1
22162,162,Ethnic group (detailed): White: Brazilian,TS022,1,1
22163,163,Ethnic group (detailed): White: Bulgarian,TS022,1,1
22164,164,Ethnic group (detailed): White: Colombian,TS022,1,1
22165,165,Ethnic group (detailed): White: Cornish,TS022,1,1
22166,166,Ethnic group (detailed): White: Croatian,TS022,1,1
22167,167,Ethnic group (detailed): White: Cypriot (part not stated),TS022,1,1
22168,168,Ethnic group (detailed): White: Czech,TS022,1,1
22169,169,Ethnic group (detailed): White: Danish,TS022,1,1
22170,170,Ethnic group (detailed): White: Dutch,TS022,1,1
22171,171,"Ethnic group (detailed): White: English, Welsh, Scottish, Northern Irish or British",TS022,1,1
22172,172,Ethnic group (detailed): White: Estonian,TS022,1,1
22173,173,Ethnic group (detailed): White: European Mixed,TS022,1,1
22174,174,Ethnic group (detailed): White: Finnish,TS022,1,1
22175,175,Ethnic group (detailed): White: French,TS022,1,1
22176,176,Ethnic group (detailed): White: Georgian,TS022,1,1
22177,177,Ethnic group (detailed): White: German,TS022,1,1
22178,178,Ethnic group (detailed): White: Greek,TS022,1,1
22179,179,Ethnic group (detailed): White: Greek Cypriot,TS022,1,1
22180,180,Ethnic group (detailed): White: Gypsy or Irish Traveller,TS022,1,1
22181,181,Ethnic group (detailed): White: Hispanic or Latin American,TS022,1,1
22182,182,Ethnic group (detailed): White: Hungarian,TS022,1,1
22183,183,Ethnic group (detailed): White: Iranian,TS022,1,1
22184,184,Ethnic group (detailed): White: Irish,TS022,1,1
22185,185,Ethnic group (detailed): White: Israeli,TS022,1,1
22186,186,Ethnic group (detailed): White: Italian,TS022,1,1
22187,187,Ethnic group (detailed): White: Jewish,TS022,1,1
22188,188,Ethnic group (detailed): White: Kosovan,TS022,1,1
22189,189,Ethnic group (detailed): White: Kurdish,TS022,1,1
22190,190,Ethnic group (detailed): White: Latvian,TS022,1,1
22191,191,Ethnic group (detailed): White: Lithuanian,TS022,1,1
22192,192,Ethnic group (detailed): White: Maltese,TS022,1,1
22193,193,Ethnic group (detailed): White: Mixed Irish,TS022,1,1
22194,194,Ethnic group (detailed): White: Mixed White,TS022,1,1
22195,195,Ethnic group (detailed): White: Moldovan,TS022,1,1
22196,196,Ethnic group (detailed): White: North American,TS022,1,1
22197,197,Ethnic group (detailed): White: North Macedonian,TS022,1,1
22198,198,Ethnic group (detailed): White: Norwegian,TS022,1,1
22199,199,Ethnic group (detailed): White: Other Eastern European,TS022,1,1
22200,200,Ethnic group (detailed): White: Other Middle East,TS022,1,1
22201,201,Ethnic group (detailed): White: Other Mixed,TS022,1,1
22202,202,Ethnic group (detailed): White: Other North African,TS022,1,1
22203,203,Ethnic group (detailed): White: Other Traveller,TS022,1,1
22204,204,"Ethnic group (detailed): White: Other White, White unspecified",TS022,1,1
22205,205,Ethnic group (detailed): White: Polish,TS022,1,1
22206,206,Ethnic group (detailed): White: Portuguese,TS022,1,1
22207,207,Ethnic group (detailed): White: Roma,TS022,1,1
22208,208,Ethnic group (detailed): White: Romanian,TS022,1,1
22209,209,Ethnic group (detailed): White: Russian,TS022,1,1
22210,210,Ethnic group (detailed): White: Serbian,TS022,1,1
22211,211,Ethnic group (detailed): White: Slovakian,TS022,1,1
22212,212,Ethnic group (detailed): White: Slovenian,TS022,1,1
22213,213,Ethnic group (detailed): White: South African,TS022,1,1
22214,214,Ethnic group (detailed): White: South American,TS022,1,1
22215,215,Ethnic group (detailed): White: Spanish,TS022,1,1
22216,216,Ethnic group (detailed): White: Swedish,TS022,1,1
22217,217,Ethnic group (detailed): White: Swiss,TS022,1,1
22218,218,Ethnic group (detailed): White: Turkish,TS022,1,1
22219,219,Ethnic group (detailed): White: Turkish Cypriot,TS022,1,1
22220,220,Ethnic group (detailed): White: Ukrainian,TS022,1,1
22221,221,Ethnic group (detailed): White: White African,TS022,1,1
22222,222,Ethnic group (detailed): White: White and North African or Middle Eastern,TS022,1,1
22223,223,Ethnic group (detailed): White: White Caribbean,TS022,1,1
22224,224,Ethnic group (detailed): White: Zimbabwean,TS022,1,1
22225,225,Ethnic group (detailed): White: Any other ethnic group,TS022,1,1
22226,226,Ethnic group (detailed): Other ethnic group,TS022,1,1
22227,227,Ethnic group (detailed): Other ethnic group: Afghan,TS022,1,1
22228,228,Ethnic group (detailed): Other ethnic group: African unspecified,TS022,1,1
22229,229,Ethnic group (detailed): Other ethnic group: African Asian,TS022,1,1
22230,230,Ethnic group (detailed): Other ethnic group: Albanian,TS022,1,1
22231,231,Ethnic group (detailed): Other ethnic group: Algerian,TS022,1,1
22232,232,Ethnic group (detailed): Other ethnic group: Arab,TS022,1,1
22233,233,Ethnic group (detailed): Other ethnic group: Armenian,TS022,1,1
22234,234,Ethnic group (detailed): Other ethnic group: Asian British,TS022,1,1
22235,235,"Ethnic group (detailed): Other ethnic group: Bangladeshi, British Bangladeshi",TS022,1,1
22236,236,Ethnic group (detailed): Other ethnic group: Black and Asian,TS022,1,1
22237,237,Ethnic group (detailed): Other ethnic group: Brazilian,TS022,1,1
22238,238,Ethnic group (detailed): Other ethnic group: Bulgarian,TS022,1,1
22239,239,Ethnic group (detailed): Other ethnic group: Caribbean,TS022,1,1
22240,240,Ethnic group (detailed): Other ethnic group: Caribbean Asian,TS022,1,1
22241,241,Ethnic group (detailed): Other ethnic group: Chinese,TS022,1,1
22242,242,Ethnic group (detailed): Other ethnic group: Colombian,TS022,1,1
22243,243,Ethnic group (detailed): Other ethnic group: Cornish,TS022,1,1
22244,244,Ethnic group (detailed): Other ethnic group: Cypriot (part not stated),TS022,1,1
22245,245,Ethnic group (detailed): Other ethnic group: Czech,TS022,1,1
22246,246,Ethnic group (detailed): Other ethnic group: East Asian/ East Asian unspecified,TS022,1,1
22247,247,Ethnic group (detailed): Other ethnic group: English,TS022,1,1
22248,248,Ethnic group (detailed): Other ethnic group: English/Welsh/Scottish/Northern Irish/British,TS022,1,1
22249,249,"Ethnic group (detailed): Other ethnic group: European Mixed, European unspecified, other European",TS022,1,1
22250,250,Ethnic group (detailed): Other ethnic group: Filipino,TS022,1,1
22251,251,Ethnic group (detailed): Other ethnic group: Greek,TS022,1,1
22252,252,Ethnic group (detailed): Other ethnic group: Greek Cypriot,TS022,1,1
22253,253,Ethnic group (detailed): Other ethnic group: Gypsy/Romany,TS022,1,1
22254,254,Ethnic group (detailed): Other ethnic group: Hispanic or Latin American,TS022,1,1
22255,255,Ethnic group (detailed): Other ethnic group: Indian or British Indian,TS022,1,1
22256,256,Ethnic group (detailed): Other ethnic group: Iranian,TS022,1,1
22257,257,Ethnic group (detailed): Other ethnic group: Italian,TS022,1,1
22258,258,Ethnic group (detailed): Other ethnic group: Japanese,TS022,1,1
22259,259,Ethnic group (detailed): Other ethnic group: Jewish,TS022,1,1
22260,260,Ethnic group (detailed): Other ethnic group: Kashmiri,TS022,1,1
22261,261,Ethnic group (detailed): Other ethnic group: Kurdish,TS022,1,1
22262,262,Ethnic group (detailed): Other ethnic group: Lithuanian,TS022,1,1
22263,263,Ethnic group (detailed): Other ethnic group: Mauritian/Seychellois/Maldivian/Sao Tomean/St Helenian,TS022,1,1
22264,264,Ethnic group (detailed): Other ethnic group: Mexican,TS022,1,1
22265,265,Ethnic group (detailed): Other ethnic group: Moroccan,TS022,1,1
22266,266,Ethnic group (detailed): Other ethnic group: Muslim,TS022,1,1
22267,267,Ethnic group (detailed): Other ethnic group: Nepali (includes Gurkha),TS022,1,1
22268,268,Ethnic group (detailed): Other ethnic group: North African,TS022,1,1
22269,269,"Ethnic group (detailed): Other ethnic group: Other Asian, Asian unspecified",TS022,1,1
22270,270,Ethnic group (detailed): Other ethnic group: Other Eastern European,TS022,1,1
22271,271,Ethnic group (detailed): Other ethnic group: Other Middle East,TS022,1,1
22272,272,Ethnic group (detailed): Other ethnic group: Other Mixed,TS022,1,1
22273,273,"Ethnic group (detailed): Other ethnic group: Other White, White unspecified",TS022,1,1
22274,274,Ethnic group (detailed): Other ethnic group: Pakistani or British Pakistani,TS022,1,1
22275,275,Ethnic group (detailed): Other ethnic group: Polish,TS022,1,1
22276,276,Ethnic group (detailed): Other ethnic group: Polynesia/Micronesia/Melanesia,TS022,1,1
22277,277,Ethnic group (detailed): Other ethnic group: Portuguese,TS022,1,1
22278,278,Ethnic group (detailed): Other ethnic group: Punjabi,TS022,1,1
22279,279,Ethnic group (detailed): Other ethnic group: Roma,TS022,1,1
22280,280,Ethnic group (detailed): Other ethnic group: Romanian,TS022,1,1
22281,281,Ethnic group (detailed): Other ethnic group: Sikh,TS022,1,1
22282,282,Ethnic group (detailed): Other ethnic group: Slovakian,TS022,1,1
22283,283,Ethnic group (detailed): Other ethnic group: Somali,TS022,1,1
22284,284,Ethnic group (detailed): Other ethnic group: Somalilander,TS022,1,1
22285,285,Ethnic group (detailed): Other ethnic group: South American,TS022,1,1
22286,286,Ethnic group (detailed): Other ethnic group: Spanish,TS022,1,1
22287,287,Ethnic group (detailed): Other ethnic group: Sri Lankan,TS022,1,1
22288,288,Ethnic group (detailed): Other ethnic group: Tamil,TS022,1,1
22289,289,Ethnic group (detailed): Other ethnic group: Thai,TS022,1,1
22290,290,Ethnic group (detailed): Other ethnic group: Turkish,TS022,1,1
22291,291,Ethnic group (detailed): Other ethnic group: Turkish Cypriot,TS022,1,1
22292,292,Ethnic group (detailed): Other ethnic group: Vietnamese,TS022,1,1
22293,293,Ethnic group (detailed): Other ethnic group: White African,TS022,1,1
22294,294,Ethnic group (detailed): Other ethnic group: Any other ethnic group,TS022,1,1
23001,1,Multiple ethnic groups in household: Total: All households,TS023,0,0
23002,2,Multiple ethnic groups in household: One-person household,TS023,1,1
23003,3,Multiple ethnic groups in household: All household members have the same ethnic group,TS023,1,1
23004,4,Multiple ethnic groups in household: Ethnic groups differ between generations but not within partnerships,TS023,1,1
23005,5,Multiple ethnic groups in household: Ethnic groups differ within partnerships,TS023,1,1
23006,6,Multiple ethnic groups in household: Any other combination of multiple ethnic identities,TS023,1,1
27001,1,National identity: Total: All usual residents,TS027,0,0
27002,2,National identity: British only identity,TS027,1,1
27003,3,National identity: English only identity,TS027,1,1
27004,4,National identity: English and British only identity,TS027,1,1
27005,5,National identity: Welsh only identity,TS027,1,1
27006,6,National identity: Welsh and British only identity,TS027,1,1
27007,7,National identity: Any other combination of only UK identities,TS027,1,1
27008,8,National identity: Scottish only identity,TS027,1,1
27009,9,National identity: Scottish and British only identity,TS027,1,1
27010,10,National identity: Northern Irish only identity,TS027,1,1
27011,11,National identity: Northern Irish and British only identity,TS027,1,1
27012,12,National identity: Cornish only identity,TS027,1,1
27013,13,National identity: Cornish and British only identity,TS027,1,1
27014,14,National identity: Any other combination of only UK identities,TS027,1,1
27015,15,National identity: Irish only identity,TS027,1,1
27016,16,National identity: Irish and at least one UK identity,TS027,1,1
27017,17,National identity: Other identity only,TS027,1,1
27018,18,National identity: Other identity and at least one UK identity,TS027,1,1
27019,19,National identity: Non-UK identity only,TS027,1,1
27020,20,National identity: UK identity and non-UK identity,TS027,1,1
28001,1,National identity (detailed): Total: All usual residents,TS028,0,0
28002,2,National identity (detailed): UK identity,TS028,1,1
28003,3,National identity (detailed): UK identity: British only identity,TS028,2,1
28004,4,National identity (detailed): UK identity: English only identity,TS028,2,1
28005,5,National identity (detailed): UK identity: English and British only identity,TS028,2,1
28006,6,National identity (detailed): UK identity:  Welsh only identity,TS028,2,1
28007,7,National identity (detailed): UK identity: Welsh and British only identity,TS028,2,1
28008,8,National identity (detailed): UK identity: Scottish only identity,TS028,2,1
28009,9,National identity (detailed): UK identity:  Scottish and British only identity,TS028,2,1
28010,10,National identity (detailed): UK identity: Northern Irish only identity,TS028,2,1
28011,11,National identity (detailed): UK identity: Northern Irish and British only identity,TS028,2,1
28012,12,National identity (detailed): UK identity: Cornish only identity,TS028,2,1
28013,13,National identity (detailed): UK identity: Cornish and British only identity,TS028,2,1
28014,14,National identity (detailed): UK identity: Any other combination of UK identities (UK only),TS028,2,1
28015,15,National identity (detailed): UK identity: Other identity and at least one UK identity,TS028,2,1
28016,16,National identity (detailed): Other identity only,TS028,1,1
28017,17,National identity (detailed): Other identity only: Guernsey Islander,TS028,2,1
28018,18,National identity (detailed): Other identity only: Jersey Islander,TS028,2,1
28019,19,National identity (detailed): Other identity only: Isle of Man (Manx),TS028,2,1
28020,20,National identity (detailed): Other identity only: Channel Islander not otherwise specified,TS028,2,1
28021,21,National identity (detailed): Other identity only: Irish only identity,TS028,2,1
28022,22,National identity (detailed): Other identity only: Irish and at least one UK identity,TS028,2,1
28023,23,National identity (detailed): Other identity only: European,TS028,2,1
28024,24,National identity (detailed): Other identity only: European: EU countries,TS028,3,1
28025,25,National identity (detailed): Other identity only: European: EU countries: French,TS028,4,1
28026,26,National identity (detailed): Other identity only: European: EU countries: German,TS028,4,1
28027,27,National identity (detailed): Other identity only: European: EU countries: Italian,TS028,4,1
28028,28,National identity (detailed): Other identity only: European: EU countries: Portuguese,TS028,4,1
28029,29,National identity (detailed): Other identity only: European: EU countries: Spanish (including Canary Islander),TS028,4,1
28030,30,National identity (detailed): Other identity only: European: EU countries: Other member countries in March 2001,TS028,4,1
28031,31,National identity (detailed): Other identity only: European: EU countries:  Lithuanian,TS028,4,1
28032,32,National identity (detailed): Other identity only: European: EU countries:  Polish,TS028,4,1
28033,33,National identity (detailed): Other identity only: European: EU countries: Romanian,TS028,4,1
28034,34,National identity (detailed): Other identity only: European: EU countries: Other member countries,TS028,4,1
28035,35,National identity (detailed): Other identity only: European: Non-EU countries,TS028,3,1
28036,36,National identity (detailed): Other identity only: European: Non-EU countries: Turkish,TS028,4,1
28037,37,National identity (detailed): Other identity only: European: Non-EU countries: Other European,TS028,4,1
28038,38,National identity (detailed): Other identity only: African,TS028,2,1
28039,39,National identity (detailed): Other identity only: African: North African,TS028,3,1
28040,40,National identity (detailed): Other identity only: African: Central and Western African,TS028,3,1
28041,41,National identity (detailed): Other identity only: African: Central and Western African: Ghanaian,TS028,4,1
28042,42,National identity (detailed): Other identity only: African: Central and Western African: Nigerian,TS028,4,1
28043,43,National identity (detailed): Other identity only: African: Central and Western African: Other Central and Western African,TS028,4,1
28044,44,National identity (detailed): Other identity only: African: South and Eastern African,TS028,3,1
28045,45,National identity (detailed): Other identity only: African: South and Eastern African: Kenyan,TS028,4,1
28046,46,National identity (detailed): Other identity only: African: South and Eastern African: Somali,TS028,4,1
28047,47,National identity (detailed): Other identity only: African: South and Eastern African: South African,TS028,4,1
28048,48,National identity (detailed): Other identity only: African: South and Eastern African: Zimbabwean,TS028,4,1
28049,49,National identity (detailed): Other identity only: African: South and Eastern African: Other South and Eastern African,TS028,4,1
28050,50,National identity (detailed): Other identity only: Middle Eastern and Asian,TS028,2,1
28051,51,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern,TS028,3,1
28052,52,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern: Kurdish,TS028,4,1
28053,53,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern: Iranian,TS028,4,1
28054,54,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern: Iraqi,TS028,4,1
28055,55,National identity (detailed): Other identity only: Middle Eastern and Asian: Middle Eastern: Other Middle Eastern,TS028,4,1
28056,56,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian,TS028,3,1
28057,57,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian: Chinese,TS028,4,1
28058,58,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian: Hong Kong Chinese,TS028,4,1
28059,59,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian: Japanese,TS028,4,1
28060,60,National identity (detailed): Other identity only: Middle Eastern and Asian: Eastern Asian: Other Eastern Asian,TS028,4,1
28061,61,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian,TS028,3,1
28062,62,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Afghan,TS028,4,1
28063,63,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Bangladeshi,TS028,4,1
28064,64,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Indian,TS028,4,1
28065,65,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Pakistani,TS028,4,1
28066,66,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Sri Lankan,TS028,4,1
28067,67,National identity (detailed): Other identity only: Middle Eastern and Asian: Southern Asian: Other Southern Asian,TS028,4,1
28068,68,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian,TS028,3,1
28069,69,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian: Filipino,TS028,4,1
28070,70,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian: Malaysian,TS028,4,1
28071,71,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian: Singaporean,TS028,4,1
28072,72,National identity (detailed): Other identity only: Middle Eastern and Asian: South-East Asian: Other South-East Asian,TS028,4,1
